device_type,os_version,app_usage_pattern,protocol,data_volume,log_type,event,event_description,error_code,file_accessed,process,ioc,target
iPhone,iOS 14.6,Low,HTTP,6625,system,App Install,386,424,/tmp/malware.bin,explorer.exe,Known Malicious IP,0
Android,iOS 15.0,Low,HTTPS,976,security,App Install,90,346,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Low,FTP,4902,system,Logout,651,489,/tmp/malware.bin,malware.exe,Known Malicious IP,0
iPhone,iOS 15.0,Low,SSH,882,application,File Access,192,619,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,Android 11,Low,FTP,3153,application,System Update,760,904,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,High,SSH,3070,security,System Update,638,506,/home/user/docs/report.docx,chrome.exe,None,1
Android,iOS 14.6,Low,HTTP,6031,security,App Crash,10,564,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,1
Android,Android 10,Normal,HTTP,5399,system,App Install,744,730,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,HTTP,6875,security,Logout,601,459,/var/log/syslog,explorer.exe,Pegasus Signature,1
Android,Android 10,Normal,HTTPS,3598,system,Login,302,507,/home/user/docs/report.docx,systemd,Known Malicious IP,1
Android,Android 11,Normal,HTTPS,6303,security,App Crash,402,957,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Low,SSH,416,security,Login,582,720,/tmp/malware.bin,malware.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,SSH,6768,system,App Crash,713,695,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Normal,HTTP,4051,application,Login,337,175,/home/user/docs/report.docx,malware.exe,None,1
iPhone,Android 11,Low,HTTP,4426,system,File Access,158,470,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,iOS 15.0,Normal,FTP,575,system,Logout,74,902,/var/log/syslog,chrome.exe,None,1
iPhone,iOS 15.0,Low,SSH,4143,system,App Install,723,518,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,iOS 14.6,Normal,HTTPS,1814,application,Login,917,921,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,1
Android,Android 10,Normal,HTTPS,6175,application,File Access,842,196,/tmp/malware.bin,systemd,None,1
iPhone,Android 10,Low,HTTP,6995,security,File Access,57,447,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,iOS 15.0,Normal,HTTP,3686,application,Logout,498,415,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 11,Low,SSH,4175,application,Login,262,293,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,Android 10,Low,SSH,132,system,System Update,66,863,/var/log/syslog,malware.exe,None,1
Android,iOS 14.6,High,HTTP,652,security,App Install,560,562,/var/log/syslog,malware.exe,None,1
Android,Android 10,Normal,FTP,9463,system,App Install,834,697,/home/user/docs/report.docx,malware.exe,None,1
iPhone,iOS 14.6,Normal,SSH,1119,security,File Access,533,574,/var/log/syslog,malware.exe,Known Malicious IP,0
